,,,,,,,,,,,,,,Classification path,Level 1 label,Level 1 probability
,,,,,,,,UgyO9a6SsjQitYG6MPV4AaABAg.8_EO8ANhy3y8_EdMNN4WXC,KTube5000,3 weeks ago,1511739747004,"I'm a homophobophobic.  Don't like gays in the closet, male or female.  Many are very toxic people.  But, gays have a right to live in the closet if they want.  It's just that when they are outed beyond their control, they can't go back in no matter how badly their rights were violated.  Anyway, I really don't like being around closeted (men in particular) gays.  Just hateful creatures.  No self love, no tolerance, all sarcasm all the time.  Like no one lives there.",0,/Negative/,Negative,0.791
,,,,,,,,UgyO9a6SsjQitYG6MPV4AaABAg.8_EO8ANhy3y8_JjCLsCx0X,hotties3v3n,3 weeks ago,1511739747007,Right...,0,/Negative/,Negative,0.982
UgxyiQToKgG_PuZU3hp4AaABAg,JAYDA FRANSEN,3 weeks ago,1511739746526,When I was five I asked Travolta for an autograph and I felt a thumb get rammed up my ass before my dad removed his John Travolta mask saying April fool,0,true,3,,,,,,,/Negative/,Negative,0.982
,,,,,,,,UgxyiQToKgG_PuZU3hp4AaABAg.8_EGhnoo7uk8_EGsvPOVzT,JAYDA FRANSEN,3 weeks ago,1511739746923,This was August and my dad did that prank Everytime mum went to bingo,0,/Neutral/,Neutral,0.512
,,,,,,,,UgxyiQToKgG_PuZU3hp4AaABAg.8_EGhnoo7uk8_EHhN6evZS,JAYDA FRANSEN,3 weeks ago,1511739746927,"I have to add after a year my dad stopped that silly prank but a santa clause came in my room every night for three years bearing no gifts apparently I was to blame because the gift making elf was trapped up my ass and Santa tried hard to get him out, so kids if you got no gifts it was my fault as I sat on the gift making elf",0,/Negative/,Negative,0.977
,,,,,,,,UgxyiQToKgG_PuZU3hp4AaABAg.8_EGhnoo7uk8_EdsA36k2m,KTube5000,3 weeks ago,1511739746930,"When decent men hear a story like this they seethe in a quiet hell caught exactly between wanting to strangle one of these bastards with their bare hands and the looks they get when passing a woman, perhaps such as yourself, and smiling at a darling child or toddler.  These guys steal from everyone.",1,/Positive/,Positive,0.98
UgxQ3n5lNUMwOEs8gpd4AaABAg,Lonnie Dobbins,3 weeks ago,1511739746530,"We heard of this.
It was very public.",0,false,0,,,,,,,/Negative/,Negative,0.508
UgzBCHZxj40Zwn97aZZ4AaABAg,Wayne Merchant,3 weeks ago,1511739746534,"Definition of masseuse

:a person who practices massage —usually used of a woman — compare masseur",0,false,0,,,,,,,/Negative/,Negative,0.768
Ugw3e-euZ_MwX79mTqV4AaABAg,Matt,3 weeks ago,1511739746536,Little Ron Hubbard popping out of John's cupboard...,0,false,0,,,,,,,/Neutral/,Neutral,0.635
UgwsSum_T1s2FRDfQSB4AaABAg,michael preston,3 weeks ago,1511739746539,Hollywierd pervert.,1,true,1,,,,,,,/Neutral/,Neutral,0.408
,,,,,,,,UgwsSum_T1s2FRDfQSB4AaABAg.8_Dm1wFc9Vc8_FSXbZ0yhA,dave parga,3 weeks ago,1511739746867,you are so mean.,0,/Positive/,Positive,0.975
Ugxb1EK0K-Qz7mh4jtN4AaABAg,elcgmail,3 weeks ago,1511739747809,Scientology hushes up these things for prominent members of their cult,2,true,1,,,,,,,/Positive/,Positive,0.893
,,,,,,,,Ugxb1EK0K-Qz7mh4jtN4AaABAg.8_DOCy5AJ9Q8_FS_-0iYkn,dave parga,3 weeks ago,1511739748288,scientology is stupid.,0,/Negative/,Negative,0.998
UgyjmnjbhRxUXN4ov2R4AaABAg,Create Harmony,3 weeks ago,1511739747838,Masseur if it was a man. Masseuse for a woman. Or Massage Therapist in this day and age..............,0,true,1,,,,,,,/Negative/,Negative,0.816
,,,,,,,,UgyjmnjbhRxUXN4ov2R4AaABAg.8_D8PId3yjJ8_FSefWwQvm,dave parga,3 weeks ago,1511739748301,or manmassager or cuntmassager.,0,/Neutral/,Neutral,0.963
UgzYiy3Vk3BnqARscnR4AaABAg,LEANNA BUTLER,3 weeks ago,1511739747843,"Massage therapist. Not masseuse or masseur. Those are old terms and are actually offensive. I’m so sorry this young man had to go through this. He most likely feared for his job, his reputation and if you’ve ever been victimized this way it can be so shocking he may not have known what to do.",1,true,2,,,,,,,/Positive/,Positive,0.705
,,,,,,,,UgzYiy3Vk3BnqARscnR4AaABAg.8_D7rHnazZE8_Dxa7eqp5n,Fintan,3 weeks ago,1511739748217,"I don't feel bad for him... At all. No way he feared for his career so much he waited 17 years to come out with this again. Or it's just that the media will grab onto literally anything today and run with it. Also, you realize people are innocent until proven guilty?",1,/Negative/,Negative,0.793
,,,,,,,,UgzYiy3Vk3BnqARscnR4AaABAg.8_D7rHnazZE8_KNJDuPGLf,Solid Snake,3 weeks ago,1511739748223,Is French offensive because it has feminine and masculine words?,1,/Positive/,Positive,0.988
Ugwfnj9ZpcHiinRLUul4AaABAg,Mike Anderson,3 weeks ago,1511739747847,tom cruise is gay?,6,true,4,,,,,,,/Positive/,Positive,0.957
,,,,,,,,Ugwfnj9ZpcHiinRLUul4AaABAg.8_CoZW4Rmng8_DO_wuUc57,elcgmail,3 weeks ago,1511739748347,Mike Anderson lol where have you been ;o),3,/Neutral/,Neutral,0.855
,,,,,,,,Ugwfnj9ZpcHiinRLUul4AaABAg.8_CoZW4Rmng8_DRNixMpHo,Gazza Dodge,3 weeks ago,1511739748349,LOL you so funny with you comments Mike Anderson! =P,0,/Positive/,Positive,0.998
,,,,,,,,Ugwfnj9ZpcHiinRLUul4AaABAg.8_CoZW4Rmng8_DbWAdkDmq,kenny s,3 weeks ago,1511739748352,whaaaaa?,0,/Positive/,Positive,0.998
,,,,,,,,Ugwfnj9ZpcHiinRLUul4AaABAg.8_CoZW4Rmng8_FSlZsNhoG,dave parga,3 weeks ago,1511739748355,next thing you will be telling me chris melone is gay.,1,/Negative/,Negative,0.805
UgzkYNAH36zxozdFJYx4AaABAg,Frarruz Washington,3 weeks ago,1511739747852,"Explosive? That he massaged someone, moved the towel, touched their UPPER THIGH, then later talked drity to them? Explosive?",4,true,3,,,,,,,/Positive/,Positive,0.631
,,,,,,,,UgzkYNAH36zxozdFJYx4AaABAg.8_CahBeNClo8_CcPsx6YhW,dawnofthehunt,3 weeks ago,1511739748328,... but no one seems to give a shit that he let his child die rather than give him basic medication.. because Lord Xenu objects to them. And people still support this ass-clown?! :/,3,/Negative/,Negative,0.998
,,,,,,,,UgzkYNAH36zxozdFJYx4AaABAg.8_CahBeNClo8_DAntbJTu0,Vic S,3 weeks ago,1511739748331,@dawnofthehunt yea honestly that is the reason i cant stand the guy.,1,/Negative/,Negative,0.996
,,,,,,,,UgzkYNAH36zxozdFJYx4AaABAg.8_CahBeNClo8_DOUlhzhCC,elcgmail,3 weeks ago,1511739748334,Frarruz Washington It's explosive if you have spent a lifetime publically denying your sexuality & suing anyone who writes about the rumours,1,/Negative/,Negative,0.498
UgyaSbVn_7c21lbt0uJ4AaABAg,Frank Winkhorst,3 weeks ago,1511739747857,"These rumors have been going around for years. Of course, being a Scientologist, he has been de-gayed using the magical e-meter.",3,false,0,,,,,,,/Positive/,Positive,0.994
Ugxx_PtAL4pwITm_cZR4AaABAg,The Marxist Pig,3 weeks ago,1511739747860,"So, we're all guilty...we should all die, it's better for the environment too!",2,false,0,,,,,,,/Positive/,Positive,0.996
Ugzgj8HsyzFemAc5li54AaABAg,The Marxist Pig,3 weeks ago,1511739747864,"NO end Cenk,  Hollywood is now ""Gaywood""",2,false,0,,,,,,,/Negative/,Negative,0.998
UgzaQVG3yzaeoC7CVL54AaABAg,The Marxist Pig,3 weeks ago,1511739747869,"Ana, you're making me uncomfortable....what a description of events!  'sweating""",1,false,0,,,,,,,/Negative/,Negative,0.998
UgyBGvuA1nr7bbWXpDF4AaABAg,tptpickard10,3 weeks ago,1511739747872,hey john! get your face/off my butthole!!!!,1,false,0,,,,,,,/Negative/,Negative,0.773
UgzRWVqkYuj4COJ7DCt4AaABAg,julieyoutu,3 weeks ago,1511739747876,"ALLEGEDLY!!!!!?!??!?!??!? F-ME.  Real, firm and fair is FINE with me.  BUT!!!  I feel HORRIBLE for his wife and children. :*{  Come oooon..... poor things....  What pisses me off is that whether one is gay or not?!?! WHo cares BUT it's all about who's affected by the outcome :*{  They are ""Stars"" right?  Soooooooo OBVIOUS.  Sad.",0,false,0,,,,,,,/Negative/,Negative,0.748
Ugw6z06gdKsk7cgKvWl4AaABAg,King of Chaos,3 weeks ago,1511739747880,"By the way in American demacrazy Chaos is the new normal, you voted for it,, you got it ALL the crazies are coming out of the woodwork. Including Fearless Leader......THE King of Chaos!",0,true,2,,,,,,,/Positive/,Positive,0.662
,,,,,,,,Ugw6z06gdKsk7cgKvWl4AaABAg.8_BeAISBXGx8_But516J7T,Sinjin Smyth,3 weeks ago,1511739748247,I'm not sure if you are on your meds or off them!,0,/Negative/,Negative,0.764
,,,,,,,,Ugw6z06gdKsk7cgKvWl4AaABAg.8_BeAISBXGx8_DTt_tXtxj,King of Chaos,3 weeks ago,1511739748250,"Sinjin Smyth - EXACTLY!! I agree. This guy needs help! No I don’t, yes I do!",0,/Negative/,Negative,0.916
UgyPYM-ERbbm1rYze_x4AaABAg,King of Chaos,3 weeks ago,1511739747884,"It’s time these scum bags got outted. NO EXCUSE, BUT watch out for the backlash when some are caught lying and the other legitimate ones are diminished.",0,false,0,,,,,,,/Negative/,Negative,0.834
UgyHXK8bTrPelOb5BfZ4AaABAg,Karlos Jeffers,3 weeks ago,1511739747888,Would everyone stop getting sexually abused already!??,4,true,2,,,,,,,/Negative/,Negative,0.926
,,,,,,,,UgyHXK8bTrPelOb5BfZ4AaABAg.8_BX9eQ13S28_BuhBh2spj,Sinjin Smyth,3 weeks ago,1511739748260,the world is full of perverts and paedo's,0,/Positive/,Positive,0.834
,,,,,,,,UgyHXK8bTrPelOb5BfZ4AaABAg.8_BX9eQ13S28_DuqyoShpD,Badidea Bearcub,3 weeks ago,1511739748262,Ha ha. Yes please!,0,/Positive/,Positive,0.998
Ugwm7ORsPYOdkKt6Gih4AaABAg,Stan Johnson,3 weeks ago,1511739747894,At what point was this guy aware what Travolta was doing? It would have taken me on 2.5 seconds. Weird he stuck around.,3,true,1,,,,,,,/Negative/,Negative,0.996
,,,,,,,,Ugwm7ORsPYOdkKt6Gih4AaABAg.8_AqH9JGxVl8_BcfJipY8W,Shazam,3 weeks ago,1511739748361,"Every bit of the masseur's actions indicates he was consenting to it all along, otherwise why the hell would he follow Travolta into the steam room after massaging his butt that Travolta kept exposing?   I imagine at some point it went too far and he got repulsed, then wanted to claim sexual harassment.",2,/Negative/,Negative,0.859
Ugx-wrTuDcABujEtpYd4AaABAg,Christopher Chamberlain,3 weeks ago,1511739747899,"If they come out as gay, they would kiss the straight male demographic goodbye in all the action movies they make. They are not great actors by any means and only are a draw in action movies. Losing a straight male viewer in action movies would be end of career.",3,false,0,,,,,,,/Negative/,Negative,0.73
UgzMLGL2A8tRAg_gXbd4AaABAg,Shea Mcleod,3 weeks ago,1511739747903,Pedowood is only going to get weirder,5,false,0,,,,,,,/Negative/,Negative,0.82
Ugw42XG7OZHXmU3LKmN4AaABAg,Helen West,3 weeks ago,1511739747906,Is anyone actually gonna do any prison time for all these allegations?,4,true,1,,,,,,,/Negative/,Negative,0.688
,,,,,,,,Ugw42XG7OZHXmU3LKmN4AaABAg.8_AFjQFp3vd8_AL93117-4,Adana,3 weeks ago,1511739748315,"That's exactly what I'm thinking. They're all just going to ""rehab"". You get locked up for freaking weed!!",3,/Positive/,Positive,0.99
UgxkZG-hIXy4m-WPkZ94AaABAg,Omar Hudson,3 weeks ago,1511739747911,"How come when his client (john travolta) started getting wildly inappropriate did he not end the session immediately and leave the room? He stayed and then followed him to the steam room after Travolta was visibly aroused....strange. The masseur or massage therapist knew where it was going yet he continued to follow Travolta's lead. Travolta clearly took his intial non-resistance and compliance as potential interest. Im not condoning his behavior but come on. This guy touched your ass, his penis was erect, he was explicitly flirting?! Come on... Doesnt take a rocket scientist to put together he wants to have sex with you! Refuse his first advance and then the end session, tell your manager, bar John Travolta....however Sexual battery? Reaching. Travolta didn't force him into anything, didn't threaten him, he gave him plenty of room for choice.This story was just to expose his homosexuality which is none of our business. And turks this is not relavant to todays events. You're reaching as well.",6,false,0,,,,,,,/Negative/,Negative,0.83
Ugx78UgOEZ6KI4XwAIZ4AaABAg,Jean Genevie,3 weeks ago,1511739747914,Where’s Scientology now John?,8,false,0,,,,,,,/Negative/,Negative,0.922
Ugxb5pCIdQrtz0qyiV54AaABAg,Holly Caird,3 weeks ago,1511739749141,This is not news in the spa community,5,true,1,,,,,,,/Negative/,Negative,0.98
,,,,,,,,Ugxb5pCIdQrtz0qyiV54AaABAg.8_AAHc1yjNe8_BuWYwwYwA,Sinjin Smyth,3 weeks ago,1511739749564,"Very True, its public knowledge in Hollywood",0,/Positive/,Positive,0.992
UgzZJ0T-57npccrZFuZ4AaABAg,Damo J,3 weeks ago,1511739749148,Check out the Jordan Chariton rape accusations... HA Goodman has covered it,0,true,3,,,,,,,/Neutral/,Neutral,0.953
,,,,,,,,UgzZJ0T-57npccrZFuZ4AaABAg.8_A69lZAGdS8_ATUymk8Wn,d brown,3 weeks ago,1511739749774,Did Goodman rinse off the allegations after he yanked them from his ass? 99% of his claims reek of ass.,0,/Positive/,Positive,0.441
,,,,,,,,UgzZJ0T-57npccrZFuZ4AaABAg.8_A69lZAGdS8_RVmu60iUx,d brown,3 weeks ago,1511739749777,"Hey, asshole, I asked you a question. Why would you take Alex Jones, Jr. seriously, as he's wrong 99% of the time?",0,/Negative/,Negative,0.824
,,,,,,,,UgzZJ0T-57npccrZFuZ4AaABAg.8_A69lZAGdS8_RkFTL_fi6,Damo J,3 weeks ago,1511739749779,d brown HA is more accurate than most reporters. Im glad TYT fired Jordan... wow HA may have called that one correctly,0,/Positive/,Positive,0.984
UgyCHxMGCASfLoUH6Np4AaABAg,shortflick animations,3 weeks ago,1511739749153,"hey jenk, if you like clowns, check out my scary clown animation,",1,false,0,,,,,,,/Negative/,Negative,0.756
UgyM4CizK67JdUuahPt4AaABAg,Rock Reed,3 weeks ago,1511739749158,Isn't Travolta a Liberal ?,1,true,3,,,,,,,/Neutral/,Neutral,0.859
,,,,,,,,UgyM4CizK67JdUuahPt4AaABAg.8_A5jr9_GQW8_AA-lydolb,45asunder1,3 weeks ago,1511739749801,Rock Reed isn't roy moore a conservative?,2,/Negative/,Negative,0.803
,,,,,,,,UgyM4CizK67JdUuahPt4AaABAg.8_A5jr9_GQW8_AvAYkahYC,Jammit Timmaj,3 weeks ago,1511739749804,"I'm not sure although he's a Scientologist, and Scientologists are mostly Conservative but that doesn't mean he has to be a Conservative. I don't know what that has to do with the story.",1,/Negative/,Negative,0.557
,,,,,,,,UgyM4CizK67JdUuahPt4AaABAg.8_A5jr9_GQW8_BtTapSqmT,Sinjin Smyth,3 weeks ago,1511739749807,"Like Trump.....Travolta is anybodies bitch!!!
Democrat or Republican makes no difference to these types!!!!",0,/Positive/,Positive,0.703
UgyXbWtS_G0hJa5nvRN4AaABAg,rockyboy220,4 weeks ago,1511134949163,Guys a gold digging little queen... that's why he worked there in the first place,3,true,1,,,,,,,/Negative/,Negative,0.436
,,,,,,,,UgyXbWtS_G0hJa5nvRN4AaABAg.8_9zNWDVB5e8_BuNkxwNmS,Sinjin Smyth,3 weeks ago,1511739749556,"True, these rent boys are not only degenerate but greedy!",0,/Positive/,Positive,0.965
Ugy2ZAGl0H0WyR8qxgR4AaABAg,stargazer orion,4 weeks ago,1511134949190,"Wow when will one of these sexual misconduct perps get arrested and tried. Oh let me guess they are not black, like bill cosby, the press wasn't saying that these are alleged when it was bill cosby, the press make it seems that the number of accusations makes it true. Harvey weinstein is so-called getting treatment my question is what is the name of his problem and what is the symptom.",2,true,2,,,,,,,/Negative/,Negative,0.91
,,,,,,,,Ugy2ZAGl0H0WyR8qxgR4AaABAg.8_9gwJJuCe98_A3IMUgnLO,infinightsky,3 weeks ago,1511739749596,stargazer orion oh please! Stop looking for attention.,0,/Negative/,Negative,0.891
,,,,,,,,Ugy2ZAGl0H0WyR8qxgR4AaABAg.8_9gwJJuCe98_BuImxapfT,Sinjin Smyth,3 weeks ago,1511739749599,"WTF, stay on topic.....Bill Cosby???",0,/Negative/,Negative,0.521
UgxLzDzKGldLLy1xSuh4AaABAg,Mike Earl,4 weeks ago,1511134949196,Travolta was just grabbing the cans. It's what Scientologists do.,6,true,2,,,,,,,/Positive/,Positive,0.359
,,,,,,,,UgxLzDzKGldLLy1xSuh4AaABAg.8_9gfp3oEYi8_ATXRpTkyo,steveb987881,3 weeks ago,1511739749679,THATS HILARIOUS!!! A RIOT!! Everyone knows Travolta is gay,0,/Positive/,Positive,0.928
,,,,,,,,UgxLzDzKGldLLy1xSuh4AaABAg.8_9gfp3oEYi8_CCOM5-42c,FRA65,3 weeks ago,1511739749682,he was just testing the masseur's tone level ;-),0,/Positive/,Positive,0.77
UgwXTDHWYRcpJNb0KEt4AaABAg,Cloak Dagger,4 weeks ago,1511134949202,"Its' crap, not believable.",0,true,3,,,,,,,/Negative/,Negative,0.998
,,,,,,,,UgwXTDHWYRcpJNb0KEt4AaABAg.8_9VoaeSPob8_9_gKORee_,kpax45,4 weeks ago,1511134949756,Why is it not believable? it is well known in Hollywood that Travolta is gay,2,/Negative/,Negative,0.984
,,,,,,,,UgwXTDHWYRcpJNb0KEt4AaABAg.8_9VoaeSPob8_9myxhRG9W,Levi Johansen,4 weeks ago,1511134949760,"it is quite believable, sounds just exactely like what would happen if someone is turned on by a masseur and misreads signals that the masseur feels the same way.",1,/Negative/,Negative,0.713
,,,,,,,,UgwXTDHWYRcpJNb0KEt4AaABAg.8_9VoaeSPob8_BuCdfreRs,Sinjin Smyth,3 weeks ago,1511739749763,@Cloak - Sadly its true and people like you turning a blind eye to these sick perverts lets people like Woody/Polanski/Saville etc get away!!,0,/Positive/,Positive,0.705
UgyPww5iPYiW0Ocoh9d4AaABAg,Tro Beatz,4 weeks ago,1511134949207,So as a proud feminist I would just like to say that we do have to be really careful. Not every honest mistake or joke is a serious sexual assault case. I would say believe the women most of the time and yet acknowledge that there are crazy histrionic women who create lots of drama because they have a personality type disorder. I had a best friend whom I had to let go because of this very issue. She would get bored and would sexually seduce pretty much anyone any where (the more innapropriate the situation the better) she would then string them along telling them she loved them and was going to marry them until she was bored and then dump them. She tried to get men in trouble in situations that did not happen. In regards to the Al Franken case this does seem to me like an innocent joke or prank that got taken out of context. She was wearing a kevlar jacket and he was not actually touching her.Did you see the photos where she was grabbing another man's ass  on stage in on the same tour? are we suppose to believe that  that this women who posed nude for play boy and was a former model is so easily offended and prudish?. She did say in the cnn interview that she conceded to the kiss even though she did not want to. That is not assault and is insulting to women who have actually been assaulted.I agree that something is not right. I believe that she was put up to this by Hannity to make Roy Moore look acceptable and to do the false equivelancy thing. Let's not link Al Franken in with Moore and Harvey Weinstein... that would be absolutely ridiculous. How does making something like this public help anybody? Why didn't she just talk to him privately or write him an email? Yes the joke was in poor taste and they both should have been clearer about kissing expectations in the scene. If She did not want to do the skit with Mr Franken or to kiss him she should have made that clear. I do not think it is easy being a man trying to decipher dating cues and be aggressive enough to flirt and or to ask a woman out but not be too agressive. It is also really hard being a woman and having to constantly fend off guys. One way we could make this easier is if more women were able to ask  men out and to not have all the pressure be on men all the time.That being said it is never okay for a man or a woman to touch another person without there permission. This i think is a misunderstanding and we just have to be really careful. I personally have a rather crude sense of humor  myself and am not easily offended. My friends and i including men joke about sex all the time . I do not want to live in the Hand Maids tale and would like to enjoy sex and still be allowed to have a sense of humor.Some men are beyond help but we have to distinguish that from an honest mistake apology and misunderstanding,0,false,0,,,,,,,/Negative/,Negative,0.898
